30,50,100,200,500,1000,3000
0.240959908231556,0.0781900422816826,0.0372240756069894,4.76318678793719E-06,0.00971590987751442,0.00971590987751458,6.29586819178574E-07
0.228869802284578,0.239004082025147,0.00971590987751436,1.09756015953533E-06,0.00971590987751442,4.63200367789574E-06,7.07818209744193E-06
0.0782178283344897,0.0781892029745371,0.00971590987751442,0.00971590987751436,6.35487682959512E-06,0.00971590987751436,2.12952638289909E-06
0.0707527953443622,0.0218392989302824,0.00974743887449597,0.00971590987751436,0.00971590987751436,0.00971590987751436,6.83273052359823E-07
0.127128004977298,0.00971590987751436,0.0372240751074885,0.00971590987751442,0.00971590987751442,0.0097159098780098,1.47375438325215E-06
0.0781891821435203,0.0372240751074879,0.126990970678619,0.00971590987751436,0.00971590987751436,8.27604096198531E-06,7.02418153031292E-06
0.00971590988179216,0.00971590988032589,0.00971590987751447,0.00971590987751436,8.45141176153419E-06,1.90430882002213E-06,2.55393885961741E-06
0.272741096109727,0.037224075107488,0.00971590987751447,0.00971590987751442,0.00971590987751442,0.00971590987751442,4.60852005579326E-06
0.0479536349063278,0.00971590987751442,0.078189182143402,0.00971590987751436,0.00971590987751436,2.29260982048674E-06,0.00971590987751442
0.0781973543075329,0.0804262828549203,0.0372240751074878,0.00971590987751436,0.00971590987751453,6.38911264783104E-06,7.8277608563937E-06
