2,3,4,5,6,7,8,9,10
3.96930023738307E-07,3.99041035292758E-06,0.00971590987751453,0.00971590987751442,3.06262801513801E-06,4.35627001821315E-06,0.00971590987751436,0.00971590987751469,8.85424367336185E-06
8.72277471475336E-07,5.96744007280714E-06,9.47361634551225E-06,0.00971590987751447,4.11276596057331E-07,2.71092694337227E-06,1.38407484973069E-07,4.09186727351463E-06,0.00971590987751442
6.19054083250692E-06,0.00971590987751447,6.35318097935711E-06,2.59702258204042E-06,1.0514049508803E-07,0.00971590987751436,0.00971590987751447,6.22197393773671E-06,7.67508774368597E-06
0.00971590987751436,2.04206639120574E-06,5.78739647477677E-06,9.16768455966332E-06,1.73008029297206E-06,6.37577087481134E-06,2.88432094824875E-06,9.87342134084468E-06,5.37952900725447E-07
9.41612094479405E-06,2.46893632033229E-06,4.12219168460792E-06,2.93709319593161E-06,0.00971590987751442,6.03454634157119E-06,6.79000948911046E-07,1.26316139131832E-06,0.00971590987751436
4.17900529681159E-06,0.00971590987751436,2.38936752683383E-06,8.107895833942E-06,0.00971590987751442,7.13368821808613E-06,6.07933752316825E-06,0.00971590987751436,3.12272724289908E-06
6.52723580901737E-06,4.25977552565016E-07,1.8199430736332E-06,6.13982248565126E-06,2.08510026400432E-06,6.03474204291521E-06,3.1015466923634E-06,4.53361715957445E-06,2.23820313061118E-06
8.10519535515697E-06,2.27430439858622E-06,1.66519057975822E-06,0.00971590987751442,6.54717772369251E-06,9.72342819788308E-06,2.85082903644929E-06,2.78977720785667E-06,5.42122670738054E-06
7.31015870830687E-06,7.70999045462961E-06,0.00971590987751442,0.00971590987751453,0.0097159098780078,2.5354870478167E-06,0.00971590987751436,6.58510881912377E-06,8.1138848078699E-06
3.68499423142321E-07,0.00971590987751447,9.53332977615684E-07,7.69378890519423E-06,0.00971590987751442,0.00971590987751436,0.00971590987751442,0.00971590987751442,0.00971590987751447
